CODE,NAME,TOT_P,SANITATION TECH.
12060,Batna,230,FSM
12061,Jadsar Kote,1076,SEWREGE
12062,Narsooh,1047,SEWREGE
12063,Bashti,371,FSM
12064,Mansooh,711,FSM
12065,Kurd,54,FSM
12066,Bhasti,137,FSM
12067,Dhandhar,2296,DWARTS
12068,Dera Baba Bandha,236,FSM
12069,Gosian,1032,SEWREGE
12070,Batmas,335,FSM
12071,Garatal,673,FSM
12072,Ghan Shanana,404,FSM
12073,Bheja,730,FSM
12074,Garan,609,FSM
12075,Tirshi,759,FSM
12076,Manta,623,FSM
12077,Kahal Jagesar,2256,DWARTS
12078,Aghar Jitoo,598,FSM
12079,Amar Singh Pora,0,FSM
12080,Bain,1225,SEWREGE
12081,Hardowar,176,FSM
12082,Dhar,423,FSM
12083,Gandeh,176,FSM
12084,Nara,168,FSM
12085,Jakh,299,FSM
12086,Chanti Pain,353,FSM
12087,Pandori,62,FSM
12088,Bali,2748,DWARTS
12089,Cheunti,237,FSM
12090,Sewna,1002,SEWREGE
12091,Nuglta,2533,DWARTS
12092,Almigangota( Alni G,2331,DWARTS
12093,Nah,302,FSM
12094,Manikah,199,FSM
12095,Tanda,666,FSM
12096,Mandar Dusala,139,FSM
12097,Kohsar,1489,SEWREGE
12098,Nardi,2373,DWARTS
12099,Hut,326,FSM
12100,Ghar,1400,SEWREGE
12101,Bamlakhi,131,FSM
12102,Thanala,1283,SEWREGE
12103,Chohara,1653,SEWREGE
12104,Chanti Bala,604,FSM
12105,Saliohat,1695,SEWREGE
12106,Tila,515,FSM
12107,Nore,794,FSM
12108,Pangara Khalsa,362,FSM
12109,Pangath,162,FSM
12110,Chatara,316,FSM
12111,Dagir,1162,SEWREGE
12112,Kahri,144,FSM
12113,Kotli,1079,SEWREGE
12114,Pukharni,661,FSM
12115,Gharian Kalan,2009,DWARTS
12116,Mera Jagir,878,FSM
12117,Tordi,228,FSM
12118,Sumdrani,1405,SEWREGE
12119,Mala,1743,SEWREGE
12120,Jhakar,450,FSM
12121,Katra,8083,DWARTS
12122,Khara,342,FSM
12123,Bant,460,FSM
12124,Ghumarli,323,FSM
12125,Gargal,305,FSM
12126,Akhli,308,FSM
12127,Bandral Khurd,842,FSM
12128,Batan,617,FSM
12129,Dhanoo,1877,SEWREGE
12130,Mantali,870,FSM
12131,Mutal,1241,SEWREGE
12132,Gordah,1150,SEWREGE
12133,Mohar,546,FSM
12134,Kanjli,1085,SEWREGE
12135,Kunkanyalan,1710,SEWREGE
12136,Samole,717,FSM
12137,Sanadi,2178,DWARTS
12138,Patni,106,FSM
12139,Gandharwan,3239,DWARTS
12140,Harteryan,2688,DWARTS
12141,Kun Daroorian,2867,DWARTS
12142,Nathal,1428,SEWREGE
12143,Forest Block,232,FSM
12144,Pangara Jagir,618,FSM
12145,Kharwa,262,FSM
12146,Mund,579,FSM
12147,Barui,1089,SEWREGE
12148,Mandrian,778,FSM
12149,Chandwa,870,FSM
12150,Nelay,395,FSM
12151,Sangani,783,FSM
12152,Bagani,682,FSM
12153,Arli Hansali,629,FSM
12154,Sorap,474,FSM
12155,Sarahd Kirpalt,1758,SEWREGE
12156,Saroon,238,FSM
12157,Himbra,401,FSM
12158,Bap,1470,SEWREGE
12159,Lahsoo,125,FSM
12160,Satyalta,2335,DWARTS
12161,Charat,1542,SEWREGE
12162,Rahani Jagwal,559,FSM
12163,Mansar,703,FSM
12164,Kotijijan,1639,SEWREGE
12165,Chhapanoou,892,FSM
12166,Sen Brahmana,1512,SEWREGE
12167,Dori,1590,SEWREGE
12168,Majhoor,1481,SEWREGE
12169,Pakhlai,1697,SEWREGE
12170,Dhanoon,932,FSM
12171,Sen Thakran,1749,SEWREGE
12172,Rawta,729,FSM
12173,Latoori,288,FSM
12174,Prooh,577,FSM
12175,Dhanori,507,FSM
12176,Tikri,3394,DWARTS
12177,Marothi,1215,SEWREGE
12178,Sungal,6937,DWARTS
12179,Budhy,343,FSM
12180,Dana,809,FSM
12181,Dudura,772,FSM
12182,Gandala,1050,SEWREGE
12183,Manun,429,FSM
12184,Barola,522,FSM
12185,Pian,873,FSM
12186,Gharian Khurd,2442,DWARTS
12187,Kulasar,404,FSM
12188,Sandel,539,FSM
12189,Sarna,502,FSM
12190,Dhung,333,FSM
12191,Kambal Danga,1219,SEWREGE
12192,Talen,139,FSM
12193,Chariae (Charial),116,FSM
12194,Dehargaha,476,FSM
12195,Pata,867,FSM
12196,Karmchi,402,FSM
12197,Serli,438,FSM
12198,Dhar Suej,0,FSM
12199,Dhargadian,645,FSM
12200,Bhardah Kalan,1413,SEWREGE
12201,Kotli Bajialan,1610,SEWREGE
12202,Mangerli,170,FSM
12203,Targwal,1683,SEWREGE
12204,Seri Palai,692,FSM
12205,Balgara,1284,SEWREGE
12206,Bermean,3245,DWARTS
12207,Lathi,2831,DWARTS
12208,Gashand,297,FSM
12209,Jakhad,1817,SEWREGE
12210,Mawa Brahmana,1762,SEWREGE
12211,Jar,407,FSM
12212,Bhagta,1001,SEWREGE
12213,Chakhar,1357,SEWREGE
12214,Dabriah,770,FSM
12215,Leray,310,FSM
12216,Sule,716,FSM
12217,Jig,411,FSM
12218,Kitial Simbal,626,FSM
12219,Chak Raja,1169,SEWREGE
12220,Dhakhar,874,FSM
12221,Chack Rakwalan,2262,DWARTS
12222,Chapper,2778,DWARTS
12223,Keri,1198,SEWREGE
12224,Rakh Nehranal,0,FSM
12225,Bamyal,1307,SEWREGE
12226,Satialta,1884,SEWREGE
12227,Usooh,1612,SEWREGE
12228,Sira,2482,DWARTS
12229,Pingiari,3134,DWARTS
12230,Lansi,711,FSM
12231,Ladan,649,FSM
12232,Bandral Kalan,1249,SEWREGE
12233,Udhampur (TC+OG),79299,DWARTS
12234,Sanehal,1188,SEWREGE
12235,Neely Nallah,552,FSM
12236,Jogwan,890,FSM
12237,Handwal,277,FSM
12238,Manani,703,FSM
12239,Mathwoor,1252,SEWREGE
12240,Beli,198,FSM
12241,Barola,1931,SEWREGE
12242,Aurhak,187,FSM
12243,Bali,925,FSM
12244,Kalta,536,FSM
12245,Dhirti,1009,SEWREGE
12246,Herterian,2368,DWARTS
12247,Chak Bhagta,383,FSM
12248,Patla,291,FSM
12249,Anmbaran,2749,DWARTS
12250,Kotli Bala,609,FSM
12251,Tope,79,FSM
12252,Lohara,221,FSM
12253,Omala,1090,SEWREGE
12254,Nallah Kolam,229,FSM
12255,Padanoo,757,FSM
12256,Sial Jattan,477,FSM
12257,Mand,4189,DWARTS
12258,Rakh Kotli,0,FSM
12259,Batal,417,FSM
12260,Takoli,230,FSM
12261,Jomotian,669,FSM
12262,Mela,53,FSM
12263,Sarot,1306,SEWREGE
12264,Bhardah Khurd,612,FSM
12265,Hansooh,396,FSM
12266,Kakrial,593,FSM
12267,Pamote,1031,SEWREGE
12268,Marh,570,FSM
12269,Dasgal,1786,SEWREGE
12270,Dudu,1297,SEWREGE
12271,Thandi Choi,628,FSM
12272,Nalla Ghorian,2661,DWARTS
12273,Galali,270,FSM
12274,Basiara,582,FSM
12275,Chakla,0,FSM
12276,Jib,3559,DWARTS
12277,Saglar,1972,SEWREGE
12278,Kapad Chang,514,FSM
12279,Mutlea (Mathloa),613,FSM
12280,Mangote,739,FSM
12281,Farna,154,FSM
12282,Bargal Khurd,222,FSM
12283,Chhuha,603,FSM
12284,Sira Kotla,973,FSM
12285,Kharah,1188,SEWREGE
12286,Jad,1782,SEWREGE
12287,Dong,461,FSM
12288,Sansooh,349,FSM
12289,Thanua,1893,SEWREGE
12290,Kalah,868,FSM
12291,Padmi,160,FSM
12292,Bhalwal Brahmana,1722,SEWREGE
12293,Gurah Jagir,6097,DWARTS
12294,Kahsado Tran,110,FSM
12295,Lahar,629,FSM
12296,Kainkh Jagir,1598,SEWREGE
12297,Megain,883,FSM
12298,Treen Meari,589,FSM
12299,Kahjagir,86,FSM
12300,Garh,172,FSM
12301,Jandyal,3731,DWARTS
12302,Sewail,250,FSM
12303,Manda,814,FSM
12304,Barroh,942,FSM
12305,Kotli Jhajjar,1014,SEWREGE
12306,Ramgarh,44,FSM
12307,Bachhal Jattan,171,FSM
12308,Nagrada,453,FSM
12309,Chak Singha,502,FSM
12310,Jogiani,129,FSM
12311,Kandiyar,974,FSM
12312,Agor,1007,SEWREGE
12313,Bindla,1403,SEWREGE
12314,Rakh Sansooh,5,FSM
12315,Chhurta,1718,SEWREGE
12316,Patan Garh,1679,SEWREGE
12317,Drabi,602,FSM
12318,Akhnoor,10896,DWARTS
12319,Bargal Kalan,795,FSM
12320,Bachhal Jattan,0,FSM
12321,Gurah Brahmana,2642,DWARTS
12322,Mansooh,17,FSM
12323,Ranjan,3089,DWARTS
12324,Chahjar,128,FSM
12325,Rehambal,7000,DWARTS
12326,Palwan,2393,DWARTS
12327,Bhata,127,FSM
12328,Nalla Malion,1497,SEWREGE
12329,Sahar,1218,SEWREGE
12330,Dhror,768,FSM
12331,Mewa Karora,1135,SEWREGE
12332,Gorah Patan,949,FSM
12333,Rakh Thanua,388,FSM
12334,Barial,646,FSM
12335,Chajwal,320,FSM
12336,Kawa,1412,SEWREGE
12337,Pachound,2610,DWARTS
12338,Kandial,439,FSM
12339,Matrial,0,FSM
12340,Malhar,3303,DWARTS
12341,Dhami,488,FSM
12342,Shiba,887,FSM
12343,Bhagwan Chak,1192,SEWREGE
12344,Kot Maira,3092,DWARTS
12345,Nagrota,634,FSM
12346,Rathian,5915,DWARTS
12347,Ghordi Khas,3598,DWARTS
12348,Sahamuna,10,FSM
12349,Pallan Wala,1460,SEWREGE
12350,Dhmoni Jagir,365,FSM
12351,Dahoke Jagir,1523,SEWREGE
12352,Bamhal,3817,DWARTS
12353,Seer,428,FSM
12354,Chaprial,0,FSM
12355,Kot,1378,SEWREGE
12356,Panj Toot,844,FSM
12357,Peroya Jagir,907,FSM
12358,Manpa,432,FSM
12359,Kashi Rah,2361,DWARTS
12360,Dahok Khalsa,2717,DWARTS
12361,Bhatiare,707,FSM
12362,Kangral Sangral,597,FSM
12363,Khohara,51,FSM
12364,Pader,681,FSM
12365,Domi,1058,SEWREGE
12366,Kainkh,2023,DWARTS
12367,Raulka,1320,SEWREGE
12368,Resian,1449,SEWREGE
12369,Chhadali,538,FSM
12370,Garnai,2380,DWARTS
12371,Sukheter,832,FSM
12372,Sarthal,423,FSM
12373,Airn Pur,61,FSM
12374,Kaleeth,535,FSM
12375,Panj Garain,762,FSM
12376,Dhandal,2573,DWARTS
12377,Chappar,258,FSM
12378,Bhiry Tarrie,1034,SEWREGE
12379,Pahari Wala,1850,SEWREGE
12380,Majra Kotli (Kohal Jagir),30,FSM
12381,Gharota,4181,DWARTS
12382,Gordi,234,FSM
12383,Kachrial,261,FSM
12384,Lahar (Lahari),1290,SEWREGE
12385,Khore,4141,DWARTS
12386,Malpur,2571,DWARTS
12387,Ghordi Jagir,1210,SEWREGE
12388,Bhag Pur,544,FSM
12389,Fatwal,442,FSM
12390,Sandrot,281,FSM
12391,Chani,84,FSM
12392,Balian,1209,SEWREGE
12393,Dhar Dhrochan,864,FSM
12394,Chak Nazala,499,FSM
12395,Kella,1455,SEWREGE
12396,Kot Walat,1815,SEWREGE
12397,Rakh Kharoon,338,FSM
12398,Lahrian,434,FSM
12399,Jagahnoo,916,FSM
12400,Daulka,834,FSM
12401,Sarsu,741,FSM
12402,Badsu,1123,SEWREGE
12403,Sangran Pur (Sangram Pur),448,FSM
12404,Preyan,544,FSM
12405,Blotha Uppralla,1441,SEWREGE
12406,Dub,32,FSM
12407,Chak Badialan,687,FSM
12408,Ambh,4277,DWARTS
12409,Nad,575,FSM
12410,Kroha,680,FSM
12411,Lodhna,1632,SEWREGE
12412,Sutain,664,FSM
12413,Dhangar,589,FSM
12414,Rajwal,1908,SEWREGE
12415,Chak Bhawan,0,FSM
12416,Pangali,348,FSM
12417,Maror,216,FSM
12418,Chak Krapal Pur,986,FSM
12419,Rakh  Jagahnoo,407,FSM
12420,Seri Kalian,672,FSM
12421,Samral,349,FSM
12422,Dansal,358,FSM
12423,Mahni,1552,SEWREGE
12424,Sunthan,1268,SEWREGE
12425,Nagrotta Ghordi,380,FSM
12426,Kheri Dadyal,67,FSM
12427,Thil,1508,SEWREGE
12428,Bhalwal,14298,DWARTS
12429,Janakh,1142,SEWREGE
12430,Pahli,760,FSM
12431,Chak Bhagwan,1162,SEWREGE
12432,Seri Panditian,749,FSM
12433,Sunal,772,FSM
12434,Chak Bhalwal,1014,SEWREGE
12435,Raj Pora,1457,SEWREGE
12436,Devi Pur,6420,DWARTS
12437,Tahra,1634,SEWREGE
12438,Danwal,1089,SEWREGE
12439,Jagial,1390,SEWREGE
12440,Jagti,2753,DWARTS
12441,Johan,490,FSM
12442,Resali Gadarin,1234,SEWREGE
12443,Jandror,2959,DWARTS
12444,Ladhra,771,FSM
12445,Rathan Pur,563,FSM
12446,Chanunta,2152,DWARTS
12447,Bhage,322,FSM
12448,Basant Garh,2008,DWARTS
12449,Ban,726,FSM
12450,Baran,3353,DWARTS
12451,Dhal Par,1368,SEWREGE
12452,Battal,2473,DWARTS
12453,Muthi,1167,SEWREGE
12454,Potha Kandial,444,FSM
12455,Gakhral,1595,SEWREGE
12456,Resali Thakrai,1241,SEWREGE
12457,Chak Biasa,83,FSM
12458,Rakh Muthi,12,FSM
12459,Chhatriari,1526,SEWREGE
12460,Salehe,619,FSM
12461,Hurlani,325,FSM
12462,Manihal Brahmana,627,FSM
12463,Sear Bala,1271,SEWREGE
12464,Bhor,800,FSM
12465,Dhaggar,1200,SEWREGE
12466,Rakh Dhok (Jourian),221,FSM
12467,Sear Manjla,1333,SEWREGE
12468,Kuparla,425,FSM
12469,Khour,6518,DWARTS
12470,Barta,1207,SEWREGE
12471,Barai Rian,950,FSM
12472,Kanalah,1587,SEWREGE
12473,Dab Sudan,718,FSM
12474,Bhawta,502,FSM
12475,Mandolat,361,FSM
12476,Platan,250,FSM
12477,Taroti,1103,SEWREGE
12478,Nandwal,880,FSM
12479,Dal Pat,274,FSM
12480,Malal Ahgal,675,FSM
12481,Dub Dita,762,FSM
12482,Barmota,1413,SEWREGE
12483,Seri Khurd,117,FSM
12484,Beernoo,1174,SEWREGE
12485,Basan,718,FSM
12486,Khund Pur,0,FSM
12487,Surni,1538,SEWREGE
12488,Dab Karamdin,842,FSM
12489,Roun,1623,SEWREGE
12490,Dhami,486,FSM
12491,Prey,1506,SEWREGE
12492,Bandwal,1754,SEWREGE
12493,Chak Mahani,325,FSM
12494,Khathil Gango,2134,DWARTS
12495,Chak Malal,2659,DWARTS
12496,Chakahal,1254,SEWREGE
12497,Pargawal,3666,DWARTS
12498,Jhalar,621,FSM
12499,Dudhar,175,FSM
12500,Bhug Tharian,1429,SEWREGE
12501,Sulan,715,FSM
12502,Sidhar-Wan,4,FSM
12503,Punj Garian,1451,SEWREGE
12504,Kanah,1863,SEWREGE
12505,Panjod,1040,SEWREGE
12506,Gari Nanda,241,FSM
12507,Badhole,1888,SEWREGE
12508,Kengdel,1919,SEWREGE
12509,Gudhar,621,FSM
12510,Chak Shaman,2522,DWARTS
12511,Kalyan Pur,1795,SEWREGE
12512,Korjagir,586,FSM
12513,Seetriala,234,FSM
12514,Data Not Available,0,FSM
12515,Forest,0,FSM
12516,Forest,0,FSM
12517,Forest,0,FSM
12518,Forest,0,FSM
12519,Forest,0,FSM
12520,Forest,0,FSM
12521,Forest,0,FSM
12522,Forest,0,FSM
12523,Forest,0,FSM
12524,Forest,0,FSM
12525,Forest,0,FSM
12526,Forest,0,FSM
12527,Forest,0,FSM
12528,Forest,0,FSM
12529,Forest,0,FSM
12530,Forest,0,FSM
12531,Wollar Lake,0,FSM
12532,Forest,0,FSM
12533,Forest,0,FSM
12534,Forest,0,FSM
12535,Forest,0,FSM
12536,Forest,0,FSM
12537,Forest,0,FSM
12538,Forest,0,FSM
12539,Forest,0,FSM
12540,Wollar Lake,0,FSM
12541,Forest,0,FSM
12542,Mountain,0,FSM
12543,Forest,0,FSM
12544,Forest,0,FSM
12545,Forest,0,FSM
12546,Forest,0,FSM
12547,Wollar Lake,0,FSM
12548,Forest,0,FSM
12549,Forest,0,FSM
12550,Forest,0,FSM
12551,Forest,0,FSM
12552,Mansbal Lake,0,FSM
12553,Water Body,0,FSM
12554,Forest,0,FSM
12555,Forest,0,FSM
12556,Cease Fire Line Area,0,FSM
12557,Forest,0,FSM
12558,Water Body,0,FSM
12559,Forest,0,FSM
12560,Forest,0,FSM
12561,Forest,0,FSM
12562,Water Body,0,FSM
12563,Marshy Land,0,FSM
12564,Forest,0,FSM
12565,Forest,0,FSM
12566,Pirpanjal Range,0,FSM
12567,Forest,0,FSM
12568,Water Body,0,FSM
12569,Water Body,0,FSM
12570,Forest,0,FSM
12571,Forest,0,FSM
12572,Hokersar Lake,0,FSM
12573,Forest,0,FSM
12574,Marshy Land,0,FSM
12575,Mountain Area,0,FSM
12576,Forest,0,FSM
12577,Forest,0,FSM
12578,Forest,0,FSM
12579,Forest,0,FSM
12580,Forest,0,FSM
12581,Forest,0,FSM
12582,Forest,0,FSM
12583,Forest,0,FSM
12584,Pir Panjal Mountain,0,FSM
12585,Water Body,0,FSM
12586,Water Body,0,FSM
12587,Water Body,0,FSM
12588,Forest,0,FSM
12589,Forest,0,FSM
12590,Forest,0,FSM
12591,Forest,0,FSM
12592,Forest,0,FSM
12593,Forest,0,FSM
12594,Forest,0,FSM
12595,Forest,0,FSM
12596,Forest,0,FSM
12597,Forest,0,FSM
12598,Forest,0,FSM
12599,Forest,0,FSM
12600,Forest,0,FSM
12601,Forest,0,FSM
12602,Forest,0,FSM
12603,Forest,0,FSM
12604,Forest,0,FSM
12605,Forest,0,FSM
12606,Forest,0,FSM
12607,Forest,0,FSM
12608,Satian,921,FSM
12609,Laham,579,FSM
12610,Gorah Singno,1758,SEWREGE
12611,Lawang,2576,DWARTS
12612,Maira,1910,SEWREGE
12613,Kot,9022,DWARTS
12614,Kooh,1569,SEWREGE
12615,Dar,0,FSM
12616,Chhani Diwanan,85,FSM
12617,Khunda,350,FSM
12618,Kah,379,FSM
12619,Riti,1345,SEWREGE
12620,Kheri,531,FSM
12621,Rumain,467,FSM
12622,Gari Bishna,492,FSM
12623,Chak Kahna,1961,SEWREGE
12624,Dchhapar(Chhapar),324,FSM
12625,Matoo,1327,SEWREGE
12626,Mathin,188,FSM
12627,Tardala,0,FSM
12628,Charangal,143,FSM
12629,Dadora,578,FSM
12630,Makwal,0,FSM
12631,Jourian,3630,DWARTS
12632,Jandrah,1392,SEWREGE
12633,Chak Skandar,225,FSM
12634,Dohal,384,FSM
12635,Palarn,231,FSM
12636,Darsooh,1202,SEWREGE
12637,Raipur Domana (Raipur Domana),13748,DWARTS
12638,Bhatiari,2252,DWARTS
12639,Bari,1557,SEWREGE
12640,Tagan,564,FSM
12641,Badhan,455,FSM
12642,Dalsar,1291,SEWREGE
12643,Sangad,269,FSM
12644,Karal,113,FSM
12645,Nikian,405,FSM
12646,Gaghot,2851,DWARTS
12647,Kalian,0,FSM
12648,Dahou Chak,1066,SEWREGE
12649,Thaplal,1419,SEWREGE
12650,Bainsta,871,FSM
12651,Man Chak,1978,SEWREGE
12652,Marchanji,0,FSM
12653,Nagola,411,FSM
12654,Dhanso,226,FSM
12655,Ramnagar,6776,DWARTS
12656,Pingar,1024,SEWREGE
12657,Kalyan,90,FSM
12658,Chak Chilah,55,FSM
12659,Katal Batal,1944,SEWREGE
12660,Punara,1100,SEWREGE
12661,Sahan,675,FSM
12662,Jammu (MC+OG),549791,DWARTS
12663,Sari Khurd,84,FSM
12664,Laliyal Jagir,1181,SEWREGE
12665,Rai Chak,200,FSM
12666,Bhagwani,89,FSM
12667,Dahani,83,FSM
12668,Khade,591,FSM
12669,Bajyal,932,FSM
12670,Jandriari,1171,SEWREGE
12671,Incha,1148,SEWREGE
12672,Sewanti,110,FSM
12673,Indri,113,FSM
12674,Chak Jafar,1357,SEWREGE
12675,Nandor,772,FSM
12676,Korgasal,737,FSM
12677,Sari Kalan,260,FSM
12678,Kadwa,418,FSM
12679,Bhalwal Bharath,1021,SEWREGE
12680,Chak Kora,576,FSM
12681,Chalanah,317,FSM
12682,Pleai,356,FSM
12683,Dhalan,558,FSM
12684,Rotahal,306,FSM
12685,Bakor,632,FSM
12686,Aitham,1757,SEWREGE
12687,Jib,57,FSM
12688,Chilah,569,FSM
12689,Badgah,280,FSM
12690,Kalore,419,FSM
12691,Khanad,563,FSM
12692,Umrow,1719,SEWREGE
12693,Leyi Pera,80,FSM
12694,Keran,5819,DWARTS
12695,Simbli,476,FSM
12696,Beli Azmat,0,FSM
12697,Dehrian,2041,DWARTS
12698,Thathar,1390,SEWREGE
12699,Kiya,1501,SEWREGE
12700,Sianeri,890,FSM
12701,Sri Pratap Singh Pora,0,FSM
12702,Paryal,675,FSM
12703,Mang,1197,SEWREGE
12704,Badwal,655,FSM
12705,Prag Pur,0,FSM
12706,Blahad,116,FSM
12707,Martha,2827,DWARTS
12708,Suhawada,128,FSM
12709,Gawar,340,FSM
12710,Bardiyal,83,FSM
12711,Khein,743,FSM
12712,Batona,134,FSM
12713,Chhani Mamalian,893,FSM
12714,Doian,739,FSM
12715,Danpour,54,FSM
12716,Harseh Tokriyan,1046,SEWREGE
12717,Dhan,278,FSM
12718,Wand Ghai,26,FSM
12719,Chak Rama,432,FSM
12720,Dhabad,40,FSM
12721,Datial,1023,SEWREGE
12722,Nanon Chak,116,FSM
12723,Narain,364,FSM
12724,Baho Pur,577,FSM
12725,Kermuim,2570,DWARTS
12726,Chak Hira,432,FSM
12727,Jaswan,358,FSM
12728,Rotore Dhok,2363,DWARTS
12729,Gee Garial,0,FSM
12730,Sajwal,1982,SEWREGE
12731,Soi,367,FSM
12732,Mal Jodha,0,FSM
12733,Ghatlah,774,FSM
12734,Thana,100,FSM
12735,Ponthal,345,FSM
12736,Gurah Manhasan,1004,SEWREGE
12737,Jandli,145,FSM
12738,Sownather,3016,DWARTS
12739,Trijiad,146,FSM
12740,Makhyal(Matiyal),596,FSM
12741,Patyadi,145,FSM
12742,Kharota,176,FSM
12743,Phalora Nagbani,1335,SEWREGE
12744,Dhiari,2147,DWARTS
12745,Lador,884,FSM
12746,Saroinsar,1067,SEWREGE
12747,Chak Urma,0,FSM
12748,Gurah Brahmana,2736,DWARTS
12749,Badnotta,2524,DWARTS
12750,Bhed Gran,34,FSM
12751,Chak Kalasa,394,FSM
12752,Deode Napu,405,FSM
12753,Chhatha Jagir,1513,SEWREGE
12754,Asooh,720,FSM
12755,Blotha Chagla,1374,SEWREGE
12756,Najwal,507,FSM
12757,Chak Rakwalan,445,FSM
12758,Sarwal,2115,DWARTS
12759,Machliyan,860,FSM
12760,Chiani,600,FSM
12761,Chandal,1627,SEWREGE
12762,Ladoori,189,FSM
12763,Pangali,1169,SEWREGE
12764,Khadta,1124,SEWREGE
12765,Bhandar,1342,SEWREGE
12766,Bagh Marh Sarkari,269,FSM
12767,Halqa,942,FSM
12768,Malhori Jagir,230,FSM
12769,Kothar,3756,DWARTS
12770,Bhalwal Moolo,790,FSM
12771,Panjana,153,FSM
12772,Duggan,1178,SEWREGE
12773,Jamil,302,FSM
12774,Koti Manhasan,0,FSM
12775,Magial Lalu,40,FSM
12776,Golpatan,634,FSM
12777,Ghoghar Marh,922,FSM
12778,Gaje Singh Pora,526,FSM
12779,Rakh Magbani (Rakh Nagbani),842,FSM
12780,Kanhal,30,FSM
12781,Kindli,890,FSM
12782,Magial Abtara,0,FSM
12783,Chak Gangoo,779,FSM
12784,Chak Dina,159,FSM
12785,Sainth,88,FSM
12786,Marh,1120,SEWREGE
12787,Jiwana Bela,852,FSM
12788,Kopar,360,FSM
12789,Manyal Brahmana,345,FSM
12790,Bain Majialta (Bain Majial),1228,SEWREGE
12791,Gajansu,3241,DWARTS
12792,Sand Roohn,1357,SEWREGE
12793,Pathwad,309,FSM
12794,Batoli Brahmana,1602,SEWREGE
12795,Chak Galwade,1938,SEWREGE
12796,Kanthal,2133,DWARTS
12797,Garar,62,FSM
12798,Chak Jagir,284,FSM
12799,Hamir Pur Kohna,550,FSM
12800,Chhani Thana,464,FSM
12801,Sadrota,2248,DWARTS
12802,Phagwari,223,FSM
12803,Bathore,175,FSM
12804,Badwal,10,FSM
12805,Ringal,20,FSM
12806,Sahal Jagir,237,FSM
12807,Sedhar,2179,DWARTS
12808,Gujral,244,FSM
12809,Chak Agwar,0,FSM
12810,Lehair,1475,SEWREGE
12811,Par Galta,1122,SEWREGE
12812,Bholri,833,FSM
12813,Tagwal,276,FSM
12814,Karlup,1292,SEWREGE
12815,Kangarial,172,FSM
12816,Bhattwal,1091,SEWREGE
12817,Rang,1217,SEWREGE
12818,Chak Lodgam,618,FSM
12819,Chak Sehr,0,FSM
12820,Dhatriyal,1232,SEWREGE
12821,Pindi,493,FSM
12822,Dheeran,953,FSM
12823,Thalay,476,FSM
12824,Udak,355,FSM
12825,Chhani Julfu,0,FSM
12826,Sangram Pur,897,FSM
12827,Panjoa,731,FSM
12828,Khana Chorgol,3565,DWARTS
12829,Nagrotta Tajoor,23,FSM
12830,Chak Bathali,829,FSM
12831,Hamir Pur Nawan,373,FSM
12832,Ismail Pur,799,FSM
12833,Diawrah,561,FSM
12834,Sagon,1065,SEWREGE
12835,Parwah,763,FSM
12836,Tajoor,787,FSM
12837,Chalk Takhu,0,FSM
12838,Nikowal,237,FSM
12839,Chak Koulan,0,FSM
12840,Thall,2591,DWARTS
12841,Batallehar,61,FSM
12842,Tikri Kehni,207,FSM
12843,Jophar,1423,SEWREGE
12844,Deodi Kabe,291,FSM
12845,Rajpora,408,FSM
12846,Chak Phagwari,138,FSM
12847,Thalora,2439,DWARTS
12848,Aqil Pur,2158,DWARTS
12849,Dhan Kote,0,FSM
12850,Ranbir Singh Pora,0,FSM
12851,Chak Durga,306,FSM
12852,Begoga,893,FSM
12853,Bheela Jagir,633,FSM
12854,Gangwan,280,FSM
12855,Chak Bhula,168,FSM
12856,Majhin,915,FSM
12857,Krapalpur Jatan,117,FSM
12858,Shahzad Pur Bhopa Ganaya,850,FSM
12859,Chak Tagwal,0,FSM
12860,Shehjad Pur Marhata,201,FSM
12861,Beli Bakayan,74,FSM
12862,Chak Pouni Wand (Brahmana),1252,SEWREGE
12863,Patniyal,1199,SEWREGE
12864,Buttal,1406,SEWREGE
12865,Madhota,423,FSM
12866,Chak Asran,219,FSM
12867,Phalora Harmakund,464,FSM
12868,Sidhar,0,FSM
12869,Puany,447,FSM
12870,Biral,93,FSM
12871,Baland,911,FSM
12872,Kathel Dongu,896,FSM
12873,Chak Budhu,385,FSM
12874,Brahamana Dhamwal,1781,SEWREGE
12875,Conain,461,FSM
12876,Bani,1814,SEWREGE
12877,Beli Tooran,0,FSM
12878,Rangora,874,FSM
12879,Satrehri,1121,SEWREGE
12880,Pachnand Pur,0,FSM
12881,Sandhi,750,FSM
12882,Chak Singha,359,FSM
12883,Beraliata Sawana D1,1314,SEWREGE
12884,Chal Magna,0,FSM
12885,Machhedi,3592,DWARTS
12886,Salal Pur,0,FSM
12887,Dwara,202,FSM
12888,Bari,1028,SEWREGE
12889,Rattan Pur Gordiyal,266,FSM
12890,Saroda,1340,SEWREGE
12891,Chak Puniwan Waziri,1021,SEWREGE
12892,Chak Chuhan,559,FSM
12893,Hari Pur,23,FSM
12894,Rathua,800,FSM
12895,Rattan Pur Paras (Phalora Paras),84,FSM
12896,Saharan (Sanaran),908,FSM
12897,Mujaltha,1370,SEWREGE
12898,Satti,1356,SEWREGE
12899,Malahar,3060,DWARTS
12900,Trilok Pur,1386,SEWREGE
12901,Dhaman,539,FSM
12902,Chanore,605,FSM
12903,Jagwal,583,FSM
12904,Dulangal,867,FSM
